ID,exact_weather_condition_by_accident,exact_accident_location_per_claim ,number_of_findings_with_potential_fraudster ,exact_description_of_accidents_by_photo,contact_with_potential_fraudster_mechanic
AFLH99741004968214,1,1,5,Y,Y
BZBA75445441972755,1,1,3,Y,Y
ZMGE33831269935464,1,0,4,N,Y
TJEO26259986135762,1,1,2,Y,N
GEKX80264757579203,1,1,2,Y,Y
SRZV81939339293041,1,1,3,Y,N
OWRY43009201692323,1,1,4,Y,Y
UQZO81192599939021,1,1,1,Y,Y
BWTT34228431194300,1,1,5,N,Y
HWQE39603321342129,1,1,3,Y,Y
XMZH67201245660151,1,0,2,Y,Y
HTYV93109376469793,1,1,2,N,Y
PYSW46643525816582,1,0,4,Y,N
ARBI15372590889601,1,1,5,Y,Y
BDGK81950800258808,1,0,1,Y,Y
TXHU17014556980108,0,1,2,Y,N
MXHV41800818811086,0,1,5,Y,Y
KYXR28144276545793,1,0,4,Y,Y
HCSV76399603767211,1,1,1,Y,Y
XRWU97201282821238,1,0,2,Y,Y
FPJJ04576823215549,1,1,3,Y,N
TNAJ78404695979540,1,1,1,N,Y
CAOR49514123827178,1,1,1,N,Y
WYNK52945565702587,1,1,4,Y,Y
RJHB78221379278182,1,0,4,Y,N
RBIH25677590480464,0,0,4,N,Y
GNOM45794255546936,0,1,5,Y,N
SYYN59609610122560,1,1,1,N,N
FXCC63455504368920,1,0,1,Y,Y
UVHL46936884946625,1,1,5,N,Y
KXDR01277825267858,1,1,4,Y,Y
UDEZ10086149607420,1,1,4,N,Y
XQNA11526016730436,1,1,3,N,Y
EZOE96876716833719,1,1,4,Y,N
MAAD05876097416364,1,1,4,Y,Y
XBGC73498554006487,1,1,4,N,Y
ECGQ86423943461212,1,0,4,Y,N
CHYP26491341130913,1,1,5,N,Y
TTOO75906180479784,1,1,4,Y,Y
JQFZ08343830675460,1,1,3,Y,Y
PMXF60994744136852,1,1,2,Y,Y
XQDH80701092061235,1,0,1,Y,N
REBM34182721446470,1,1,4,N,N
SAIZ54924688125493,1,0,2,Y,Y
CQAN54424203593718,1,1,3,Y,N
ZCJZ64087938195830,1,1,3,Y,Y
DMCA65789174606439,1,1,2,Y,Y
WXRZ18558376537588,1,1,1,Y,Y
CJDY68714517695092,1,1,3,N,Y
BPEU44292776920962,1,1,3,Y,N
JCWX23407875789232,1,1,3,Y,Y
IDFY36129893577324,0,1,4,Y,Y
XPZG43260550420067,1,0,4,N,Y
JKTY74391843017862,1,1,2,Y,Y
SHIB72199833040471,1,1,4,Y,Y
JVHR84073503482665,1,0,3,Y,Y
SZLQ10163889612380,1,1,2,N,Y
VOMN35979721044929,1,1,3,N,N
GIGU68813954528354,1,1,5,Y,Y
ZUCZ92130371770662,1,1,5,Y,Y
YIEC20363385787253,1,1,1,Y,Y
DLYR77852025074932,1,1,3,Y,Y
KAXX08699558261287,1,1,4,Y,Y
RZUJ67916210737193,1,1,4,Y,Y
YOWR05844851917272,1,1,3,N,Y
AOUM36832887801794,1,1,5,Y,Y
YAZD52303503105479,1,0,4,Y,Y
YVLR08401639070797,1,1,4,Y,Y
IHSS80520354093318,0,1,5,Y,N
SIMP87804312919500,1,1,4,N,N
GYGT02587613087254,1,1,3,Y,N
TOHB44023985296575,1,1,4,Y,Y
PZLP33519162235214,0,1,4,N,Y
UIOV60247543816887,1,1,3,Y,Y
TEZP56737275252208,1,0,2,Y,Y
BFWD01594537594062,1,1,5,Y,Y
RYHW62784399226676,1,0,3,Y,Y
QKPF96988036650163,1,1,4,Y,Y
HQJT13959508104207,1,1,3,Y,Y
XRPL55223514211804,1,0,1,Y,N
ECQG58127349557397,1,0,2,Y,Y
VEJL75498719784899,1,1,1,Y,N
WGPF18946478748665,1,1,4,Y,Y
HAMP29247537185192,1,1,5,Y,Y
HUKW98893986259338,1,1,3,Y,N
VFSF54279981843503,1,1,1,Y,N
YKUS99162575676038,1,1,2,Y,Y
WXVL23198967624538,1,1,1,Y,Y
YWLW28242352957156,1,0,1,Y,Y
WAFN04669075047120,1,1,2,N,N
HICQ93363083745280,1,1,3,Y,Y
RBPA04332657886878,1,1,3,Y,Y
FSTF53973078133559,1,1,5,Y,N
YZER54664512647854,1,0,5,Y,Y
NMPT74727544293321,1,0,5,N,Y
LLLL04131535410916,1,1,4,Y,Y
BIML46115601549620,1,1,3,Y,Y
EANW15249795189205,1,1,4,Y,Y
VTKG52612390259256,1,0,1,Y,N
DAXZ67563798370130,1,1,4,Y,Y
IZIF90009851659967,1,1,3,N,Y
IJWB22022091877137,1,1,2,N,Y
VSLH00979404913136,1,0,4,N,Y
IMIM09495946639672,1,1,2,N,N
GAKJ28507208074148,1,1,3,N,Y
HGDB26149256312432,1,0,1,Y,Y
ZKAV60361955676195,1,1,1,Y,Y
XEPQ64512485061448,0,0,4,Y,N
OAQF82974571522489,1,1,2,Y,Y
JCBQ29490482451091,1,1,5,N,Y
RPLN48620846045322,1,1,2,N,N
OJJJ11551709500580,0,1,5,Y,Y
DAKO82601074170178,1,1,1,Y,N
NZZV40555484636661,1,0,5,N,Y
EQSE58800209263583,1,0,1,N,Y
WQXC42678368280596,1,1,3,Y,Y
NLXC79670171426775,1,1,4,Y,Y
LLAX73365601128014,1,1,2,Y,Y
TXNN80863711254948,1,1,3,N,N
SSMB17386794551312,1,1,4,Y,N
KTAF38817760054755,1,1,1,Y,Y
HHGR83326645215158,1,0,5,Y,Y
RXTK06029335979203,1,0,1,Y,N
FAQT74656120624304,0,0,5,Y,Y
SWUX49118195057882,0,1,5,N,Y
KSLJ94639164459912,1,1,4,N,Y
WBZL91573160642625,1,1,4,N,Y
NRLM15251452281773,1,1,4,Y,Y
JNKS91836781223795,1,0,2,Y,Y
YKPZ55842517243494,0,0,1,Y,N
TVSN03505046340155,1,1,1,Y,N
LAIA23158540494715,1,1,2,Y,Y
VNHB32906860923086,0,0,5,N,Y
EDNW70808972106321,1,1,3,Y,Y
LURJ26165377091862,1,1,1,Y,N
FYXZ20565983776286,1,1,2,N,N
SKPG96061171390866,1,1,3,Y,Y
FNLV45303345686065,1,0,3,Y,N
GEZP35626183715936,0,1,3,Y,N
FEAL71166530187514,1,0,4,N,N
YKHL67733546138554,1,1,1,Y,N
YXLI34133199995451,1,1,2,N,N
SXMG90092236696851,1,1,5,Y,Y
ZIIN84198566064639,1,1,3,Y,N
USPT35063217783462,1,1,3,N,Y
LBQX02139597944343,1,1,4,N,N
XHJX88427648234002,1,0,3,N,N
YMMP59463283085671,1,1,1,N,Y
ESXX81304603704064,1,1,3,Y,Y
XAKA74133361054886,1,1,3,Y,N
IFPP79170695246131,1,1,5,Y,Y
JXVV69989405164534,1,1,3,Y,Y
NZWN21233431024500,1,1,1,N,N
XUEO57800359590498,0,1,3,Y,Y
HLQJ02669998694405,1,1,1,Y,Y
DODP54854211363645,1,1,4,Y,N
FALC04703533158275,0,0,4,Y,N
BBHN19701651214033,1,0,3,Y,N
ZTFX90568246271616,1,0,3,Y,Y
TBUC28822618843467,1,1,4,Y,N
PNSX83250342365691,1,0,4,Y,N
AWVC97910451535687,1,0,1,N,Y
XUEO15546362707031,1,1,4,Y,N
EJVZ00352345636475,1,1,4,Y,Y
JTXI81891167159682,0,0,1,Y,N
CPZP71119670509021,1,1,2,Y,Y
CHSN69818909925678,1,1,2,Y,Y
CJGF31253013598512,1,1,4,N,Y
EHIQ99648025399910,1,0,2,N,Y
QNOD24656648921069,1,0,2,N,Y
ILAA41587089691937,1,1,3,Y,N
NTHD37686184987145,1,1,3,N,Y
ZDFX16151384517498,1,1,2,N,N
HSMC66617899710864,1,1,4,Y,Y
HRWW15369430486038,0,1,2,N,N
HNPL83676267479352,1,1,5,Y,Y
LOPY57520182521564,1,1,5,Y,Y
DWOT88818787144333,1,1,1,N,Y
AANR78678115294796,1,1,5,Y,N
NMNT39432916047099,0,1,3,N,Y
EZSS85259185984811,1,1,1,Y,N
BRCY17477358427239,1,0,2,Y,Y
NEHA01471203462241,1,1,3,N,Y
QBXI36191170102653,1,1,2,Y,Y
GSPA62511045056761,1,1,5,Y,N
MRJV20884569039276,1,1,5,Y,N
RAZE38975674913775,1,1,4,Y,N
YTMT96194793787988,1,1,3,Y,N
QWGS51747184342838,1,1,3,Y,Y
WJFZ62194568555336,1,0,5,N,N
SJCZ89585033250768,1,0,3,N,N
ZVPA57396234988650,1,0,1,Y,N
DRNE66152937383720,1,0,4,Y,Y
DWIG89912170203920,1,1,1,Y,Y
EZAF85458794399000,1,1,5,Y,N
VWGU09439948623935,1,0,5,Y,Y
WJNY11338502706679,1,1,1,Y,Y
LHLN13381533609411,1,1,3,Y,N
XYTE00477963137917,1,1,2,Y,N
VEJK11380439828092,1,1,2,N,N
KKRR00374066128914,1,1,3,N,Y
ZKAX18488788487968,1,1,2,Y,Y
GBUP36075672619061,0,1,3,Y,Y
MOKX29367660638234,1,0,2,N,N
XVLO60146517284546,1,1,5,Y,Y
RKIQ47775714374489,1,1,1,Y,Y
YEOH84424651667837,1,1,2,Y,N
HZOF14622860348515,1,1,1,N,Y
FXNP60843850083844,1,1,5,Y,Y
ZXMG27122533870575,1,1,1,N,Y
CPRB12731225588324,1,1,2,Y,N
WWRD13049224512177,0,0,3,N,N
XIOE51744299138862,1,1,4,Y,Y
HSJD29867618950825,1,1,3,Y,N
DRAH68661613343043,1,1,1,Y,Y
JURG05339300187713,1,1,2,Y,N
UERB20131202767279,1,1,1,Y,N
UPTS19923849938465,1,1,5,Y,Y
XIYQ42245983142278,1,0,1,Y,N
XPRV44395541042963,1,1,3,Y,Y
SZNX15211984695720,1,0,1,Y,N
SWZX83552732319203,1,1,3,Y,N
JDAW84260092111010,0,0,5,Y,Y
XFBI58190146373462,1,0,5,Y,N
NFGQ46681045260422,0,1,5,Y,Y
MJTU84024645592502,1,1,4,Y,Y
KBKP65680180425155,1,1,4,Y,N
LJBF31856961786602,1,1,4,Y,Y
TPQI84469135543192,1,1,1,Y,Y
RWUN96904346646786,0,0,4,N,Y
PMRI64407610146259,1,0,4,Y,Y
ZEPZ49868342391442,1,1,2,Y,N
UQAL47367361387975,1,1,2,Y,Y
QEXS51541424854478,0,1,3,Y,N
VUFM41462497910365,1,1,5,N,Y
ZFZW87264041628208,1,1,2,Y,Y
RQXP77962157780510,1,1,3,Y,Y
RJCI89477480923964,1,1,1,Y,N
IVAT51918900610611,1,1,2,Y,Y
OPTP15437470550161,1,1,5,Y,Y
JIIB21886083310540,1,0,2,N,N
ZHCD40217806294304,1,0,3,N,Y
EBAD81245030527625,0,1,5,Y,Y
IEZU71383605346095,1,1,3,Y,Y
QLXX69088460378971,1,0,5,Y,Y
CKLF71710879667625,1,1,4,N,N
TOSK37304882278025,1,1,2,Y,N
TJIH15983200198506,0,0,1,N,Y
PGQZ72913038338613,0,1,4,Y,N
IQMS09230466911686,1,0,4,Y,Y
RHMP08557739033609,0,1,2,Y,Y
QJGJ97656988675308,1,1,1,Y,Y
UOIV15142219429099,1,1,3,N,N
DLZJ90947356010590,1,0,1,Y,Y
UWKP47024436691829,1,1,2,Y,Y
BFNA96488344058558,1,1,2,Y,Y
DLJL38773088989231,1,0,4,N,N
HUDL04703462544859,1,0,3,N,Y
JMSX94754084104852,1,0,1,Y,Y
PAER17406825783516,1,1,2,N,Y
UIVY06297351215950,1,0,2,Y,Y
HCDF53602009546135,1,0,1,Y,N
MQGZ09807512387316,1,1,3,Y,N
YKCC97313400757939,1,1,2,Y,N
SHDI99864332294018,1,0,2,Y,N
DQEH56896661279966,0,1,1,N,Y
HQCO13034153358285,1,0,5,Y,N
DNCQ36347581864336,1,1,5,Y,Y
GLDP50236641459253,1,1,2,N,N
STFJ92663620970494,1,1,2,Y,Y
PMTG36251553680768,1,1,2,Y,Y
NVCN14350222664769,1,1,5,Y,N
VLGB99610144985398,1,1,1,Y,Y
CYJO17830194915848,1,0,2,Y,N
BJRN30096786444798,1,1,4,Y,Y
OUWQ00898784735397,1,1,2,Y,N
REWC66267711548638,1,0,5,Y,Y
LVOC45190331257091,1,0,5,Y,Y
RNUA89106608326373,1,0,1,Y,N
UWMA37794849112605,0,0,5,Y,N
VTXN79213456329656,0,0,1,Y,N
KSDZ13329119381443,1,1,1,Y,Y
AFNK16930711062556,1,1,2,Y,N
HIYU31732447261260,0,1,1,Y,Y
UHLO76940342714220,1,1,3,Y,N
VXBO32432457136081,1,1,3,Y,Y
TYNW79299802356511,1,0,2,N,Y
YTGD13639007857034,1,1,5,Y,Y
PYBC14210275660688,1,1,5,Y,N
XTAA79791155284847,0,1,2,Y,Y
HSIB14052861669781,1,1,4,N,N
MBUG42132220401443,1,1,4,N,Y
WVXY86566539811495,0,1,4,Y,N
VYNG46059230753834,1,1,2,Y,Y
ZQUH14558469774516,1,1,3,Y,Y
JGBE54260435843364,1,0,3,Y,Y
GWGE05513579770858,1,1,1,Y,Y
YLOS51430690711866,1,1,2,N,Y
XPLS46042520265110,1,1,3,Y,Y
QRKI77487884587078,1,1,1,Y,Y
RABK00451267283488,0,0,5,Y,N
KKML24335265270547,1,1,5,Y,N
GKVS33628978965425,1,1,3,Y,N
OZDG68822251655597,1,1,4,Y,Y
KXRX97579811564364,1,0,2,N,N
RBIJ73319900542298,1,1,2,Y,N
PGQR57892537640920,1,1,4,N,Y
SERR61184095988644,1,1,3,Y,Y
XDYB27359006272886,1,1,3,N,N
TARH11289038332862,1,1,2,Y,Y
NMRJ18484475511417,1,1,5,Y,Y
SWGF43073257485105,1,1,1,Y,Y
NOYO82966922836768,0,1,5,N,Y
UTVO29742758335012,1,1,2,N,Y
SHJO16205767993019,1,1,2,Y,Y
DUXT02141213723251,1,1,3,N,Y
YZYR23572435979920,1,1,2,Y,N
NSGA24693788014534,1,1,2,Y,Y
QZYO57235299087966,0,0,1,Y,Y
CHUE66362502940714,1,1,4,Y,Y
EZWJ85200514474507,1,1,2,N,Y
KHTO93328648384841,1,0,4,N,N
BDJV48880749017771,1,1,4,Y,Y
WUNQ60501138099340,1,1,2,Y,Y
EZON06474765408802,1,1,4,Y,N
QMTP04933467670827,1,0,5,N,Y
IYDS13097710766247,1,1,5,Y,Y
QCWQ38120600406122,1,0,4,Y,Y
RGZJ95446643191059,1,1,5,N,N
ZKOT18928312929162,1,0,3,Y,Y
FDCL79137522418909,1,1,4,Y,Y
CTDM59278479090617,1,1,5,N,N
IECS69393013269570,1,0,1,N,N
JMZB81735541626538,1,0,2,Y,Y
KSDG04428751400261,1,1,3,Y,Y
AAYO83709310152344,1,0,4,N,Y
QLUC87203247271297,1,0,2,N,N
VLKC14776420536411,1,1,3,Y,N
GMYE12909488652129,1,0,4,Y,N
GKNX41594379648944,1,1,2,Y,N
DJMB85879250891688,1,1,4,N,Y
MQLN40020008164058,1,1,4,Y,Y
VEUC63627456548692,1,0,2,N,N
AXZW31611994558400,1,1,2,N,Y
NGJW18376338393847,1,0,3,Y,Y
CWOM17330018643217,1,1,5,Y,Y
XOXW69831147697425,1,1,1,Y,Y
ETOC24352021077461,1,1,3,Y,Y
EWGV56567074587526,1,1,5,Y,N
CUYV62616057512494,1,1,3,Y,Y
MEIB43774239443869,0,1,2,Y,N
XXOE73099678048879,1,0,5,Y,Y
HEFZ36627709531273,1,0,1,N,Y
EFHO43868674904750,1,1,1,N,Y
PJIZ20788967051512,1,1,4,N,Y
LYOZ20508022233812,1,1,2,Y,Y
LEXW91637641147577,1,1,4,N,N
ZFEZ31650034006772,1,1,4,Y,N
EGEX24154238185682,1,1,4,N,Y
AKAV75740470268419,1,1,1,Y,N
YAJH03963334981805,1,0,1,N,N
OJKX11237958438217,1,1,4,N,Y
AOJW49370665789988,1,0,2,Y,N
JESA68902197732844,1,1,1,N,N
LRHZ85726785451565,1,0,5,Y,Y
PRGT19626917513135,1,1,2,Y,Y
ZGZM07273957734706,1,1,5,Y,Y
JETA59184626555890,1,1,5,Y,Y
EIDH21099252719228,1,1,4,Y,Y
CMGX75376229020089,1,0,5,Y,Y
MXJM79899143647694,1,0,3,Y,Y
ZJBU03627862400149,1,1,1,Y,Y
OUOK49810055743473,1,1,3,Y,N
QXQG28784635025018,0,1,5,Y,Y
XIEW98958222792982,1,1,2,Y,Y
JHIQ88212438736143,1,1,1,Y,Y
VCXD87501501359352,1,1,1,N,N
LFIA62973387809940,0,1,3,Y,Y
SEFG88112305053236,1,1,5,Y,Y
DLBV71390708030720,1,0,5,Y,Y
WOOJ39544750512050,1,1,4,Y,Y
GLKQ02255534764973,1,1,1,Y,N
BEHD45752316976283,1,0,4,Y,Y
IIFH53536047595289,1,0,1,Y,Y
BFGQ04223420766393,1,1,3,Y,Y
DDOO81454188709597,1,0,2,Y,Y
VNGU09617905955614,1,1,5,N,Y
DPRZ14938277988082,1,1,3,Y,N
HEMJ40671103366233,1,0,4,Y,Y
IEFD68865759228244,1,0,5,Y,Y
ALXO74383220580669,0,1,4,N,Y
MLLF10038425087068,1,1,2,Y,N
RGYX92345380200672,1,1,3,N,Y
NWSW41619657279206,1,1,1,N,Y
XEKG70152919517471,1,1,2,N,Y
CBEJ84005886482685,1,1,2,Y,Y
UMJP15415604258627,1,0,4,N,N
JRMN46864175244581,1,1,2,Y,Y
ZPSV53186835017396,1,1,1,Y,N
RDFS53688387576407,1,0,4,N,Y
NDFR21654436096892,1,1,1,Y,Y
EGPF06588099144968,1,0,3,N,Y
NDYJ78014290791281,1,1,2,Y,Y
ORCK71169014547545,1,1,5,N,Y
MZRS40914456069221,1,0,5,N,Y
SZEI00775717360287,1,1,1,Y,Y
JDIX39605288653343,1,1,3,Y,N
RBLQ21742676583931,0,1,1,Y,N
RDFP13010232400320,1,1,5,N,N
ONZJ00863668330302,1,1,1,Y,Y
LDSQ91223129963614,1,1,4,Y,N
EFMY10082370790490,1,1,3,N,N
IMLB67953406041497,1,1,3,N,N
MKZK10044124585202,1,1,4,N,Y
JPXD35630315528375,1,1,5,Y,N
FYTQ67096820894861,1,1,2,Y,Y
HZNR12870325946265,1,0,3,Y,Y
FZDV68362373747744,1,1,1,Y,N
WZBJ69029729340963,1,1,3,Y,Y
FRSJ93077352662497,1,0,2,N,N
BLCM19966538892094,1,1,1,Y,Y
TNPU41530102114369,1,1,1,Y,N
CFDS98317097953499,1,0,4,Y,N
KPUL08346892123824,1,0,5,N,Y
FKUY87939116675384,1,1,2,Y,Y
WGLY99457577148341,1,1,3,Y,N
JBDU40616745240526,1,0,5,Y,Y
LSGL97414409942562,1,1,5,Y,N
WVVF25331313279350,1,1,4,Y,Y
RAKL66537348912493,1,1,3,Y,Y
BBGR30082462146021,0,1,3,Y,Y
MJJR24606852861566,1,0,3,Y,Y
QMDM52948809499322,1,1,2,Y,Y
UMWT74234650473081,1,1,3,Y,Y
EVDC53093056748500,0,1,2,Y,Y
CMHV28143799949019,1,1,2,Y,Y
MSYW64883615096775,1,0,4,N,Y
CFAG13856878427710,1,0,5,N,Y
YZTK13936362199263,0,1,4,N,N
ABHH00443488013326,1,1,5,Y,Y
PQRN65367029251216,1,1,3,Y,Y
MWTL33515537425684,1,0,4,Y,Y
EQAG75528469324214,1,1,4,N,Y
LVJY12274822843649,1,1,4,Y,N
BJBK71047249313925,0,1,1,Y,Y
IPZR95840997110748,1,1,5,Y,Y
NHOR07431910592131,1,1,1,N,Y
KVHZ29394794750190,1,1,3,Y,N
HASN30648411745627,0,0,2,Y,N
EOXC15712909791059,1,1,5,N,Y
WVIT51898337435388,1,1,2,N,Y
OGRI38887027154705,1,0,3,Y,Y
KKUG86509182932455,0,1,3,Y,N
IFCL28720130277745,1,1,1,Y,Y
DMDC31891372116275,1,1,1,Y,N
KIOU11515813994576,1,0,3,Y,Y
BQJF38032059195334,1,1,5,Y,Y
APTD93665322451614,1,0,2,Y,N
PFTV52007374690279,1,1,3,Y,N
FUQS94894830172308,1,1,4,Y,N
LAYR62843716611218,1,1,4,Y,Y
PZWM76720188346195,1,1,1,Y,Y
EKMP26057960376930,0,1,5,N,N
QWXF50606317324036,1,1,3,Y,Y
GEWT44849582625210,1,1,4,Y,Y
MXJG28340718386807,1,0,3,Y,N
LXLA01111338640914,1,1,3,N,Y
HDDA83182790025376,0,1,2,Y,N
XILH22469485623187,1,1,2,Y,Y
DXQB54104817844426,1,0,4,N,N
HAEU29430698059321,1,1,4,Y,Y
UQSF45346935848456,1,1,4,Y,Y
HJMB63380038931881,1,1,3,Y,Y
ESNE16228641370383,1,1,5,N,N
SWEI85975016467739,1,1,4,N,N
CAYC21867757646169,1,1,2,Y,N
PODG12841194002110,1,1,4,N,N
XBSI22967195714097,1,0,3,Y,N
FSJQ98461906611773,1,0,3,Y,Y
DDCE04603473870339,1,1,4,Y,N
GUGS13978732887567,1,0,5,Y,Y
VYUF56082169854024,1,0,2,Y,Y
JJHK33895852331719,0,1,3,Y,Y
HJJE31708857289795,1,0,1,Y,Y
EFKY58230200463031,1,1,2,Y,Y
CUAL16120825089219,1,0,1,N,Y
DOHG97799111823216,1,1,3,Y,Y
XVIZ38260525113132,1,1,1,N,Y
RGLL95608153136358,0,1,2,Y,Y
QXXR74672442054441,1,1,1,Y,N
QBCR21690563181541,1,1,1,Y,Y
KQGQ34944529744138,1,0,4,Y,Y
OCDB92420961271707,1,1,1,Y,Y
VVNK21912222963235,1,0,5,Y,Y
JMWH12808872143466,0,1,2,Y,Y
VOBP95888417190613,1,1,5,Y,Y
PWZO18265739063209,1,1,5,Y,N
PRFE90187682629911,1,1,3,N,Y
SGRL17602892327636,1,1,1,Y,Y
VSVD19267620233872,1,1,4,Y,Y
TZTF23107610337233,1,0,1,N,Y
DGZO44730359918180,1,1,5,N,N
OZTF18280689356256,1,1,1,Y,Y
VRIN98185275187351,1,0,4,Y,N
DHYM31990507053583,1,1,1,N,Y
SGFQ25561782472993,1,1,3,Y,N
MDQE54636604083349,1,0,3,Y,N
NPKV27064522293852,1,1,3,Y,Y
SKJT86216059450298,1,1,1,Y,N
JDRU61617656410523,1,1,5,Y,N
SBVG83104124636604,0,1,4,Y,Y
HHDX89788964485658,1,1,5,Y,N
GRBF28475439700368,0,1,3,Y,Y
IQHJ01370987817034,1,1,2,Y,N
FUSW88685873750054,1,1,1,Y,Y
LGQT95678020276840,1,1,3,N,Y
HHOB52896326456824,1,1,3,Y,N
NUBV05932571274628,1,0,1,N,N
VHLC29783925407287,1,1,5,Y,N
ASWS29435627567989,1,1,1,Y,N
LFYL69785167441647,1,1,3,Y,Y
RMRE00337998289206,1,1,1,N,Y
YJRC12380143947991,1,1,2,Y,Y
BANE22343906201670,1,1,3,Y,N
CPOE42753423547961,0,0,3,Y,Y
MYCI81043240613410,1,1,4,Y,N
UIRC50591003562347,0,1,1,Y,Y
VWUT69671458138459,1,1,4,Y,N
DCTG35882264438629,0,1,2,Y,N
KAHK16681176367087,1,1,2,N,N
KPPT99800331175405,1,1,2,Y,Y
RHVN05735704192564,1,0,3,Y,Y
VGJL57524358191171,1,1,4,N,Y
XPDT31256531742409,1,1,1,Y,Y
YORO38212552774286,1,0,4,Y,N
UARX65129375769548,1,1,5,Y,Y
KPQN64555476672589,1,1,3,N,N
DIDX04032305912547,1,1,5,N,Y
UKOM74197639539902,1,1,1,N,Y
ATPJ48822051762836,1,1,5,Y,N
QQTC11768521806865,1,1,1,N,Y
XLDX45518378225104,1,1,2,N,N
HKCG62355319436539,1,1,2,Y,Y
FTQN01239847608888,1,1,4,Y,Y
EXPE36403274323186,1,1,1,Y,Y
BWAX54949263189096,0,1,5,Y,N
KAUH53296965246017,1,1,4,Y,Y
UXFQ59448470491734,1,1,1,Y,N
RITV48453918356935,1,0,3,Y,N
FIPZ85341540358334,1,0,3,N,N
WFKD38910685676204,1,0,2,Y,N
WZEY70350178073063,1,1,5,Y,N
IOCN92803139174926,1,0,4,Y,N
XDEU46489506429528,1,1,5,Y,Y
DBIQ03558596813838,1,1,1,Y,Y
ABZH05026027102614,0,1,2,Y,N
QTRC56528531897665,1,1,4,Y,Y
JUJW12556630516843,1,0,1,Y,N
SCYR46046995405455,1,1,1,Y,N
JXTJ61746450036542,1,0,4,Y,Y
SOYH21485569140168,0,1,2,N,Y
DYKW28557982936736,1,1,1,Y,Y
XLHI87290611956637,1,0,2,Y,Y
XEBU10526377552198,1,1,3,Y,N
RYON35967637375926,1,1,1,Y,Y
ZZGV97038752406858,1,1,5,Y,N
QSIL95993970997569,1,0,5,Y,N
HLVW00427932448480,1,1,3,Y,N
ZBZX43044101880182,1,1,3,Y,N
AHIO64442136136177,1,1,2,N,N
LKAU04027372764553,1,0,1,Y,N
QLYT19371331993544,1,0,1,Y,Y
AMPP91383613094766,0,1,4,N,N
IHJG87222122321957,1,1,5,Y,N
ESAD49805810423889,1,1,5,Y,Y
JUZP32586830622515,1,1,3,Y,Y
NMHP37554870983825,1,0,2,Y,Y
XHGQ10247781749543,1,0,4,Y,Y
WQMN68343647199618,1,1,4,N,Y
ZCEM66567150223750,1,1,4,Y,Y
TLTS83387724468022,1,1,3,N,Y
ZAJA09327172769698,0,1,2,Y,Y
YJTO21079062896122,1,0,5,N,Y
BDZX64960326459554,1,1,4,Y,Y
BFCM22990987444127,1,1,1,N,Y
NFBL00927811878603,1,1,5,Y,Y
ZKZB45688863752278,1,1,3,N,N
YVDW71701579315631,1,1,5,Y,N
XXJE89146004297660,1,0,4,N,N
CFKY98407923461714,1,1,1,Y,N
YIYA25682232882338,1,0,5,N,Y
UZNV61634289446468,0,1,2,Y,Y
FEJM18978430893040,0,1,4,Y,Y
VDWZ88121517094318,1,1,5,Y,Y
JFFA87748246147790,0,0,1,N,N
BBRK91242145506840,1,1,5,Y,Y
ESWS84545323957783,1,1,5,Y,Y
QCHB04270642429303,1,0,1,Y,Y
WASS57963537103223,1,0,4,Y,Y
FINZ72757693824127,1,1,3,Y,N
OSHY33392444636663,1,1,2,Y,Y
QRFH60267208272753,1,1,3,Y,Y
KWDQ45308903942689,1,1,1,Y,Y
AFOG06241611615914,1,1,4,Y,Y
TLKZ47123928966174,1,1,4,Y,N
NAZX68230323663931,1,0,2,Y,Y
HCHX68434468295425,1,0,3,Y,Y
WSXE03668842413942,1,1,4,Y,Y
DJXZ69247471730495,1,0,3,N,Y
KSRQ89241884913588,1,1,5,N,N
XDUG34054026900030,1,1,5,Y,N
ILJO53879237830155,1,1,5,Y,Y
QZWD21062842542793,1,1,5,N,Y
EHFI68960971968228,1,0,5,Y,Y
NCQY35072375658219,1,0,3,Y,N
SYOD99418220912199,1,0,4,Y,Y
MQWZ23473398979641,1,1,3,Y,Y
OEVF79906352501534,1,1,3,N,N
CODI63157096631908,1,1,5,Y,Y
FAAE82407802954681,1,1,5,Y,N
CWPI14032569570860,1,1,3,N,Y
MYMN78573014778932,1,1,5,N,Y
PHDW44763326154558,1,1,3,Y,Y
ACZQ01190364962550,1,1,3,Y,Y
VCUA95031474474171,1,1,5,N,Y
QZNF16126101462400,1,1,3,Y,Y
CQKU60875199211810,1,1,1,Y,N
OUVP35839442693386,1,1,4,N,N
RMSN33242683937912,1,1,4,Y,N
WYMO11299094074077,0,1,5,Y,Y
DVBL84009077084816,1,1,2,Y,Y
EXMX78871286110639,1,1,2,N,N
YJTE12321454594553,1,1,5,Y,Y
CUZX84324009084215,1,1,1,Y,Y
CJZI00645376683247,1,1,5,Y,Y
XASH19898113588446,1,1,5,Y,Y
ZSIG80658820567057,1,1,5,N,Y
AABB75404578043470,1,1,1,Y,Y
YKUE68479491440836,1,1,4,N,N
CXER61893561508929,1,0,1,Y,Y
VSZY16356658793216,1,0,5,N,N
GYWN37402896560117,1,1,1,N,Y
CPZD76611858500913,1,1,2,Y,N
IOLV41208588757636,1,1,2,N,Y
YDVT33073366546694,1,1,3,N,N
IHCZ75319279763420,1,1,3,N,Y
LMUB35371004315220,1,1,2,Y,Y
WLLR47400893558844,1,1,1,Y,Y
